OverallQual,YearBuilt,YearRemodAdd,LotFrontage,TotalBsmtSF,GrLivArea,GarageArea,SalePrice
4,1970,2002,21.0,630.0,630,286.0,86000.0
5,1976,1976,37.09,264.0,1304,336.0,115000.0
6,1941,1950,79.0,806.0,1578,240.0,133000.0
6,2006,2006,105.0,728.0,1456,429.0,172785.0
5,1960,1960,70.0,1269.0,1269,308.0,155000.0
5,1938,1996,50.0,190.0,886,273.0,91300.0
4,1920,1950,60.0,720.0,720,0.0,34900.0
8,1992,1993,99.27,3200.0,3228,546.0,430000.0
7,1925,1950,60.0,1026.0,1820,240.0,184000.0
5,1967,2004,65.0,864.0,899,288.0,130000.0
5,1958,1985,70.0,912.0,912,297.0,120000.0
6,1973,1973,21.0,672.0,1218,264.0,113000.0
7,2005,2005,75.0,866.0,1768,603.0,226700.0
5,1965,1965,70.0,1214.0,1214,461.0,140000.0
7,1959,1997,100.0,1501.0,1801,484.0,289000.0
6,1974,1974,24.0,855.0,1322,440.0,147000.0
5,1952,1952,60.0,960.0,1960,400.0,124500.0
8,1993,1994,80.0,777.0,1911,471.0,215000.0
6,2009,2009,75.0,1218.0,1218,676.0,208300.0
7,1928,2005,60.0,689.0,1378,360.0,161000.0
5,1959,1959,80.0,1041.0,1041,270.0,124500.0
5,1951,2000,75.0,1008.0,1363,288.0,164900.0
7,2005,2006,40.0,1368.0,1368,474.0,202665.0
5,1958,1958,70.0,864.0,864,624.0,129900.0
6,1983,1983,71.0,1084.0,1080,484.0,134000.0
5,1926,1950,55.0,768.0,789,200.0,96500.0
10,2009,2009,94.0,2006.0,2020,900.0,402861.0
6,1972,1972,99.66,689.0,2119,583.0,158000.0
7,1996,1997,79.0,1264.0,2344,889.0,265000.0
6,1998,1998,63.94,794.0,1796,546.0,211000.0
7,1926,2004,53.0,1276.0,2080,282.0,234000.0
4,1900,2000,60.0,0.0,1294,0.0,106250.0
6,1957,1957,90.0,1244.0,1244,336.0,150000.0
6,1947,1950,50.0,1004.0,1664,420.0,159000.0
10,2007,2008,130.0,3138.0,4676,884.0,184750.0
7,1996,1997,95.0,1379.0,2398,834.0,315750.0
7,2005,2005,62.0,1257.0,1266,453.0,176000.0
5,1956,2000,70.0,928.0,928,252.0,132000.0
9,2008,2008,67.0,1452.0,2713,858.0,446261.0
4,1920,2002,58.0,528.0,605,0.0,86000.0
6,1957,1975,94.51,2035.0,2515,484.0,200624.0
6,1988,1989,85.0,1461.0,1509,600.0,175000.0
6,1920,1999,60.0,611.0,1362,502.0,128000.0
5,1955,2007,60.0,0.0,827,392.0,107500.0
1,1946,1950,50.0,0.0,334,0.0,39300.0
8,2004,2004,74.0,707.0,1414,403.0,178000.0
5,1910,1991,70.0,1117.0,1347,0.0,107500.0
7,1998,1999,57.0,880.0,1724,527.0,188000.0
4,1972,1972,76.77,864.0,864,576.0,111250.0
5,1968,1968,87.5,1051.0,1159,336.0,158000.0
8,2001,2002,90.97,1581.0,1601,670.0,272000.0
9,2006,2006,85.0,1838.0,1838,765.0,315000.0
8,2000,2000,93.82,969.0,2285,648.0,248000.0
7,1998,1999,78.0,1650.0,1680,583.0,213250.0
7,1998,1998,34.0,723.0,767,367.0,133000.0
7,2006,2006,58.0,654.0,1496,426.0,179665.0
7,1988,1988,137.24,1204.0,2183,786.0,229000.0
6,1923,1950,70.0,1065.0,1635,440.0,210000.0
5,1970,1970,54.0,768.0,768,624.0,129500.0
5,1955,1995,49.0,825.0,825,720.0,125000.0
7,2003,2004,75.0,912.0,2094,615.0,263000.0
6,1977,1977,53.0,1069.0,1069,440.0,140000.0
5,1957,1957,50.0,928.0,928,288.0,112500.0
8,2006,2006,87.0,1709.0,1717,908.0,255500.0
4,1949,2003,67.0,0.0,1126,520.0,108000.0
7,2003,2004,85.0,998.0,2046,871.0,284000.0
5,1922,1950,58.0,993.0,1048,280.0,113000.0
5,1957,1957,69.0,1092.0,1092,299.0,141000.0
4,1920,1950,60.0,637.0,1336,570.0,108000.0
7,1996,1997,57.0,729.0,1446,406.0,175000.0
7,2003,2004,44.27,1374.0,1557,420.0,234000.0
5,1957,1996,89.66,1392.0,1392,528.0,121500.0
5,1974,1975,77.0,1389.0,1389,418.0,170000.0
5,1940,1969,63.0,996.0,996,0.0,108000.0
6,1918,1950,66.0,1163.0,1674,396.0,185000.0
7,1992,2000,78.34,1095.0,2295,590.0,268000.0
6,1915,1950,66.0,806.0,1647,216.0,128000.0
9,2005,2007,77.0,1122.0,2504,656.0,325000.0
7,2004,2004,70.0,1517.0,1535,532.0,214000.0
8,1983,2009,79.0,1496.0,2132,612.0,316600.0
5,1979,1979,64.03,943.0,943,600.0,135960.0
5,1965,1965,74.0,1728.0,1728,576.0,142600.0
6,1959,1959,60.0,864.0,864,288.0,120000.0
7,2009,2009,83.0,846.0,1692,650.0,224500.0
7,2000,2000,76.0,384.0,1430,400.0,170000.0
5,1971,2005,70.0,372.0,1109,288.0,139000.0
5,1947,1950,80.0,832.0,1216,336.0,118500.0
7,1928,1950,52.0,861.0,1477,216.0,145000.0
5,1966,1966,96.0,1164.0,1320,564.0,164500.0
7,2007,2007,34.0,689.0,1392,540.0,146000.0
5,1954,1954,81.0,1050.0,1795,352.0,131500.0
6,1960,1987,65.91,1144.0,1429,572.0,181900.0
8,2008,2009,98.0,2042.0,2042,1390.0,253293.0
6,1990,1990,81.0,816.0,816,0.0,118500.0
10,1893,2000,75.0,1237.0,2775,880.0,325000.0
4,1935,1995,51.0,884.0,1573,240.0,133000.0
8,2005,2006,88.0,1868.0,2028,880.0,369900.0
6,1918,2000,55.0,816.0,838,275.0,130000.0
5,1982,1982,74.0,840.0,860,528.0,137000.0
5,1968,2003,65.0,1437.0,1473,452.0,143000.0
5,1930,1960,50.0,742.0,935,308.0,79500.0
7,2004,2004,64.0,770.0,1582,520.0,185900.0
10,2008,2008,97.0,1722.0,2296,842.0,451950.0
5,1982,2003,60.0,816.0,816,816.0,138000.0
6,2003,2003,37.18,848.0,848,420.0,140000.0
5,1975,1975,88.0,924.0,924,280.0,110000.0
8,2005,2006,69.0,1814.0,1826,758.0,319000.0
6,1910,1993,60.0,684.0,1368,216.0,114504.0
7,2006,2007,53.0,1258.0,1402,648.0,194201.0
5,1977,1977,80.0,1430.0,1647,621.0,217500.0
6,1980,1980,24.0,716.0,1556,452.0,151000.0
8,2005,2005,74.0,1058.0,1904,736.0,275000.0
6,1937,1950,50.0,780.0,1375,544.0,141000.0
8,1992,1992,80.0,908.0,1915,506.0,220000.0
7,2004,2005,30.0,600.0,1200,480.0,151000.0
7,2002,2002,88.0,1494.0,1494,530.0,221000.0
7,1965,1990,85.0,768.0,1986,486.0,205000.0
5,1996,1996,82.0,1040.0,1040,576.0,152000.0
5,1948,2002,78.0,896.0,2008,230.0,225000.0
8,1934,1998,78.0,965.0,3194,380.0,359100.0
4,1961,1961,61.0,1029.0,1029,261.0,118500.0
9,2000,2000,98.75,1440.0,2153,736.0,313000.0
6,1978,1978,79.26,1032.0,1032,564.0,148000.0
8,2001,2001,94.15,1299.0,1872,531.0,261500.0
5,2007,2007,70.0,1120.0,1120,0.0,147000.0
4,1972,1972,21.0,630.0,630,0.0,75500.0
6,1963,1963,80.0,936.0,1054,480.0,137500.0
6,2002,2003,71.61,783.0,1509,393.0,183200.0
6,1954,1954,59.0,832.0,832,528.0,105500.0
9,2007,2007,90.0,1822.0,1828,774.0,314813.0
8,2003,2003,85.0,1482.0,2262,749.0,305000.0
3,1914,1950,45.0,864.0,864,0.0,67000.0
6,1974,1997,90.0,1522.0,2614,624.0,240000.0
5,1977,1977,71.0,980.0,980,484.0,135000.0
6,2000,2000,24.91,756.0,1512,440.0,168500.0
6,1972,1972,80.0,732.0,1790,484.0,165150.0
6,1962,1962,87.0,1116.0,1116,440.0,160000.0
5,1960,1978,90.59,978.0,1422,286.0,139900.0
6,1955,1972,80.0,1156.0,1520,364.0,153000.0
5,1969,1969,70.0,1040.0,2080,504.0,135000.0
6,1964,1964,82.0,1248.0,1350,520.0,168500.0
5,1880,1991,50.0,636.0,1750,240.0,124000.0
8,2006,2006,34.0,1554.0,1554,627.0,209500.0
7,1977,1977,85.0,1386.0,1411,544.0,82500.0
5,1954,2005,80.0,1056.0,1056,260.0,139400.0
6,1980,1980,64.0,1056.0,1056,576.0,144000.0
6,1914,1995,60.0,1440.0,3395,0.0,200000.0
2,1936,1950,51.0,264.0,800,0.0,60000.0
5,1954,1954,50.0,811.0,1387,256.0,93000.0
5,1910,1950,67.0,796.0,796,0.0,85000.0
8,2006,2006,53.0,1520.0,1567,648.0,264561.0
8,2003,2004,62.0,1518.0,1518,588.0,274000.0
7,2001,2001,66.38,1057.0,1929,650.0,226000.0
8,1972,1995,75.0,1952.0,2704,538.0,345000.0
5,1969,1969,80.0,780.0,1620,462.0,152000.0
9,2009,2009,85.0,1766.0,1766,478.0,370878.0
6,1971,1971,87.08,981.0,981,576.0,143250.0
5,1950,1950,60.0,0.0,1048,420.0,98300.0
6,1953,1953,85.0,1094.0,1094,495.0,155000.0
6,1966,1966,70.0,756.0,1839,442.0,155000.0
4,1970,1970,21.0,630.0,630,0.0,84500.0
7,2007,2007,65.0,813.0,1665,562.0,205950.0
4,1940,1950,60.0,755.0,1510,296.0,108000.0
7,1996,1996,70.0,880.0,1716,512.0,191000.0
6,1906,1995,60.0,756.0,1469,216.0,135000.0
8,1995,1995,91.0,2109.0,2113,839.0,350000.0
6,1971,1971,21.0,525.0,1092,264.0,88000.0
5,1959,2006,72.0,1053.0,1053,312.0,145500.0
7,1931,2000,60.0,776.0,1502,270.0,149000.0
6,1948,1950,78.0,912.0,1458,330.0,97500.0
5,1964,1999,75.0,1486.0,1486,480.0,167000.0
7,1976,1976,89.85,793.0,1935,550.0,197900.0
8,1994,2005,52.0,1629.0,2448,711.0,402000.0
6,1968,1968,120.0,1392.0,1392,576.0,110000.0
4,1972,1972,90.0,1138.0,1181,588.0,137500.0
8,2005,2006,49.0,2077.0,2097,1134.0,423000.0
8,2000,2000,106.0,1406.0,1936,504.0,230500.0
6,1965,1979,138.99,1021.0,2380,596.0,129000.0
6,1994,1998,65.0,1408.0,1679,575.0,193500.0
5,1956,1987,133.69,1188.0,1437,576.0,168000.0
4,1922,1950,80.0,700.0,1180,252.0,137500.0
6,2005,2005,64.0,738.0,1476,540.0,173500.0
6,1925,1950,54.0,672.0,1369,300.0,103600.0
6,1977,1977,94.26,1208.0,1208,546.0,165000.0
6,1957,2004,110.0,1477.0,1839,416.0,257500.0
6,1965,1965,80.0,1136.0,1136,384.0,140000.0
6,1978,1978,24.0,855.0,1441,440.0,148500.0
4,1900,1950,60.0,1095.0,1774,779.0,87000.0
5,1924,2006,52.0,768.0,792,240.0,109500.0
8,2008,2008,80.0,2046.0,2046,834.0,372500.0
5,1961,1961,75.97,988.0,988,572.0,128500.0
6,1980,1980,50.0,923.0,923,264.0,143000.0
5,1932,2000,55.0,793.0,1520,281.0,159434.0
6,1996,1997,57.34,1291.0,1291,431.0,173000.0
9,2002,2002,90.0,1626.0,1668,702.0,285000.0
7,1998,1998,58.0,1195.0,1839,486.0,221000.0
7,1984,1984,40.38,1190.0,2090,577.0,207500.0
7,2007,2007,84.0,874.0,1761,578.0,227875.0
7,2004,2004,36.25,551.0,1102,480.0,148800.0
8,2007,2007,60.0,1419.0,1419,567.0,392000.0
6,2005,2006,61.0,1362.0,1362,460.0,194700.0
6,2004,2004,37.16,848.0,848,420.0,141000.0
10,1994,1995,104.0,2444.0,4316,832.0,755000.0
7,1989,1990,42.0,1210.0,2519,628.0,335000.0
5,1921,1968,60.0,1073.0,1073,326.0,108480.0
5,1936,1950,51.0,927.0,1539,576.0,141500.0
6,1987,1987,54.0,1112.0,1137,551.0,176000.0
5,1921,1950,50.0,616.0,616,205.0,89000.0
5,1952,1952,57.0,980.0,1148,308.0,123500.0
5,1965,2009,65.0,894.0,894,336.0,138500.0
7,2004,2004,59.0,1391.0,1391,530.0,196000.0
8,2002,2002,85.0,1800.0,1800,765.0,312500.0
7,1969,1969,80.0,1164.0,1164,528.0,140000.0
8,2006,2006,82.0,1234.0,2576,666.0,361919.0
5,1900,1996,76.0,360.0,1812,672.0,140000.0
7,2004,2005,70.0,1473.0,1484,606.0,213000.0
4,1930,1950,70.0,0.0,1092,0.0,55000.0
7,1971,2002,103.04,1643.0,1824,739.0,302000.0
8,2006,2006,48.0,1324.0,1324,550.0,254000.0
7,2007,2007,65.0,728.0,1456,400.0,179540.0
5,1966,1966,67.43,876.0,904,408.0,109900.0
3,1935,2003,56.0,270.0,729,0.0,52000.0
4,1900,1950,66.0,859.0,1178,384.0,102776.0
8,1988,1989,40.0,1228.0,1228,472.0,189000.0
4,1970,1970,60.0,960.0,960,576.0,129000.0
6,1976,2005,65.48,725.0,1479,475.0,130500.0
6,1974,1974,78.0,1064.0,1350,478.0,165000.0
7,1890,1998,60.0,718.0,2554,704.0,159500.0
5,1973,2000,80.0,1176.0,1178,439.0,157000.0
7,1993,1994,96.0,1311.0,2418,983.0,341000.0
5,1969,1969,69.0,971.0,971,300.0,128500.0
8,1985,1985,62.06,1742.0,1742,564.0,275000.0
6,2004,2004,37.32,848.0,848,420.0,143000.0
4,1970,1970,70.0,864.0,864,463.0,124500.0
4,1954,1972,60.0,941.0,1470,548.0,135000.0
9,2007,2008,86.0,1698.0,1698,768.0,320000.0
4,1970,1970,60.0,864.0,864,660.0,120500.0
6,1988,2007,159.65,880.0,1680,540.0,222000.0
7,2007,2007,64.0,1232.0,1232,632.0,194500.0
5,1958,1958,85.0,1584.0,1776,888.0,110000.0
4,1925,1950,52.0,780.0,1208,539.0,103000.0
8,1995,1996,39.0,1595.0,1616,608.0,236500.0
7,2003,2003,73.0,868.0,1146,438.0,187500.0
7,1998,1999,75.0,1153.0,2031,541.0,222500.0
5,1961,1983,80.0,864.0,1144,264.0,131400.0
5,1968,1968,86.32,948.0,948,300.0,108000.0
7,1914,1970,60.0,880.0,1768,320.0,163000.0
3,1950,1950,60.0,0.0,1040,400.0,93500.0
8,2005,2005,72.0,893.0,1801,800.0,239900.0
5,1987,1988,60.0,1200.0,1200,0.0,179000.0
7,2004,2004,65.0,864.0,1728,572.0,190000.0
5,1910,2002,60.0,264.0,1432,360.0,132000.0
6,1961,1996,65.0,912.0,912,288.0,142000.0
7,2000,2001,65.0,1349.0,1349,539.0,179000.0
5,1963,1999,70.0,520.0,1464,480.0,175000.0
8,1993,1993,41.0,1337.0,1337,462.0,180000.0
8,1976,1996,89.54,1142.0,2715,831.0,299800.0
7,2000,2000,78.13,952.0,2256,554.0,236000.0
7,1880,2003,65.0,1240.0,2640,864.0,265979.0
7,1996,1996,59.0,1720.0,1720,527.0,260400.0
4,1945,1950,50.0,0.0,1529,240.0,98000.0
4,1910,2004,55.0,576.0,1140,0.0,96500.0
7,2003,2003,64.37,660.0,1320,400.0,162000.0
6,1997,1997,79.0,1479.0,1494,576.0,217000.0
8,2005,2005,80.0,1030.0,2098,878.0,275500.0
6,1969,2005,61.0,1026.0,1026,440.0,156000.0
6,1999,1999,34.0,729.0,1471,440.0,172500.0
8,2007,2007,68.0,866.0,1768,578.0,212000.0
6,1978,1978,59.0,672.0,1386,440.0,158900.0
7,1999,1999,24.0,744.0,1501,440.0,179400.0
8,1995,1995,65.0,1318.0,2531,752.0,290000.0
6,1959,1959,70.0,864.0,864,300.0,127500.0
5,1924,1950,60.0,1145.0,1301,440.0,100000.0
7,2009,2009,72.0,756.0,1547,614.0,215200.0
8,1999,1999,82.0,1252.0,2365,856.0,337000.0
8,1995,1996,30.0,1494.0,1494,481.0,270000.0
9,2008,2008,75.0,1498.0,1506,592.0,264132.0
7,1988,1988,80.0,980.0,1714,496.0,196500.0
6,1940,1985,75.0,983.0,1750,423.0,160000.0
7,2004,2005,70.0,1860.0,1836,484.0,216837.0
8,2003,2003,47.0,1650.0,3279,841.0,538000.0
5,1982,1982,61.41,858.0,858,576.0,134900.0
4,1951,1951,67.0,836.0,1220,396.0,102000.0
6,1976,1976,94.0,1029.0,1117,672.0,107000.0
5,1958,1958,70.0,912.0,912,275.0,114500.0
8,2006,2006,110.0,1935.0,1973,895.0,395000.0
6,1998,1998,32.0,1204.0,1204,412.0,162000.0
7,2005,2006,86.0,1614.0,1614,865.0,221500.0
5,1974,1974,100.0,864.0,894,440.0,142500.0
5,1977,1977,60.0,0.0,2020,630.0,144000.0
6,1977,1977,78.0,975.0,1004,504.0,135000.0
7,1995,1996,63.0,1237.0,1253,402.0,176000.0
6,1992,1992,65.0,761.0,1603,484.0,175900.0
7,2001,2002,67.0,1413.0,1430,605.0,187100.0
5,1978,1978,87.04,1097.0,1110,602.0,165500.0
6,1914,2001,35.0,742.0,1484,0.0,128000.0
6,1967,1967,85.93,1372.0,1342,457.0,161500.0
5,1915,1950,60.0,686.0,1652,416.0,139000.0
7,2004,2004,76.0,956.0,2084,618.0,233000.0
4,1954,2000,50.0,901.0,901,281.0,107900.0
6,1966,2007,87.17,832.0,2087,444.0,187500.0
7,2005,2006,43.0,1145.0,1145,397.0,160200.0
6,1976,1976,105.66,1029.0,1062,539.0,146800.0
7,1996,1997,92.0,1117.0,2013,455.0,269790.0
8,2007,2007,76.0,1496.0,1496,474.0,225000.0
7,1994,1996,97.89,712.0,1895,409.0,194500.0
6,1980,1981,70.0,650.0,1564,476.0,171000.0
6,1977,1977,71.0,660.0,1285,528.0,143500.0
5,1953,1953,57.0,773.0,773,240.0,110000.0
9,2008,2009,104.0,1926.0,3140,820.0,485000.0
5,1937,1950,60.0,731.0,1768,240.0,175000.0
6,1997,1997,79.0,616.0,1688,603.0,200000.0
4,1916,1990,40.0,1196.0,1196,440.0,109900.0
7,2005,2005,63.0,728.0,1456,410.0,189000.0
9,2008,2009,107.0,1734.0,2822,1020.0,582933.0
5,1954,1954,75.0,936.0,1128,286.0,118000.0
7,2008,2008,91.0,1417.0,1428,554.0,227680.0
5,1967,1967,75.0,980.0,980,384.0,135500.0
5,1923,2004,144.0,1324.0,1576,528.0,223500.0
5,1966,1966,85.0,1024.0,1086,484.0,159950.0
5,1898,1965,90.0,849.0,2138,360.0,106000.0
6,1974,1999,78.0,1040.0,1309,484.0,181000.0
6,2004,2004,37.28,848.0,848,420.0,144500.0
5,1952,1952,66.0,540.0,1044,504.0,55993.0
6,1958,1958,75.0,1442.0,1442,301.0,157900.0
5,1918,1950,45.0,686.0,1250,280.0,116000.0
7,1998,1998,48.0,1649.0,1661,598.0,224900.0
5,1954,1954,98.9,1008.0,1008,275.0,137000.0
8,2002,2002,70.88,1568.0,1689,857.0,271000.0
6,1971,1971,80.0,1010.0,1052,440.0,155000.0
7,2009,2010,44.0,1358.0,1358,484.0,224000.0
7,2003,2003,72.0,798.0,1640,595.0,183000.0
4,1953,1953,60.0,936.0,936,576.0,93000.0
7,2003,2003,102.64,847.0,1733,433.0,225000.0
6,1940,1950,60.0,778.0,1489,240.0,139500.0
8,2006,2006,81.0,1489.0,1489,776.0,232600.0
10,2007,2008,114.0,2078.0,2084,1220.0,385000.0
5,1924,1950,50.0,784.0,784,0.0,109500.0
7,2001,2001,65.0,1454.0,1434,527.0,189000.0
5,1967,1967,119.2,1013.0,2126,538.0,185000.0
7,2005,2005,24.0,600.0,1223,480.0,147400.0
6,1957,1957,80.0,1392.0,1392,458.0,166000.0
7,2005,2005,30.0,600.0,1200,480.0,151000.0
7,2003,2003,44.0,941.0,1829,613.0,237000.0
6,1964,1964,100.0,1516.0,1516,472.0,167000.0
5,1961,1961,75.0,1144.0,1144,456.0,139950.0
4,1950,1995,60.0,1067.0,1067,436.0,128000.0
5,1948,1973,90.0,1559.0,1559,812.0,153500.0
6,1973,1973,21.0,483.0,987,264.0,100000.0
5,1995,2006,75.0,1099.0,1099,352.0,144000.0
5,1946,1995,70.0,768.0,1200,240.0,130500.0
6,1925,1950,87.29,672.0,1482,400.0,140000.0
5,1904,2002,60.0,650.0,1539,686.0,157500.0
6,1966,1966,82.0,1127.0,1165,490.0,174900.0
5,1961,1961,80.0,1800.0,1800,0.0,141000.0
5,1915,1950,100.0,876.0,1416,720.0,153900.0
5,1975,1981,70.43,1390.0,1701,611.0,171000.0
7,1993,1993,75.0,740.0,1775,425.0,213000.0
5,1972,1972,36.0,864.0,864,338.0,133500.0
6,1908,1997,75.0,907.0,2358,360.0,240000.0
6,1976,1994,80.0,528.0,1855,512.0,187000.0
6,2003,2003,36.0,848.0,848,420.0,131500.0
8,2003,2003,43.29,1273.0,1456,400.0,215000.0
7,1941,1950,53.0,918.0,1646,240.0,164000.0
6,1964,1964,112.57,1127.0,1445,645.0,158000.0
5,1955,1974,102.0,1763.0,1779,454.0,170000.0
5,1962,2010,68.45,1040.0,1040,260.0,127000.0
6,1978,1978,81.08,940.0,1026,576.0,147000.0
6,1994,1995,65.0,702.0,1481,343.0,174000.0
7,1976,1976,80.0,1090.0,1370,479.0,152000.0
6,1968,1984,112.15,1054.0,2654,619.0,250000.0
7,1918,1998,55.0,912.0,1426,216.0,189950.0
5,1965,1965,75.0,1039.0,1039,504.0,131500.0
6,1984,1985,81.0,1040.0,1097,480.0,152000.0
5,1959,1959,70.0,1148.0,1148,672.0,132500.0
7,2007,2008,72.0,1372.0,1372,529.0,250580.0
5,1970,1970,76.07,1002.0,1002,902.0,148500.0
8,2006,2007,67.0,1638.0,1646,870.0,248900.0
4,1961,1961,85.0,1040.0,1120,544.0,129000.0
5,1948,1950,144.93,0.0,2320,672.0,169000.0
7,1993,1994,80.0,1050.0,1949,574.0,236000.0
5,1962,1962,60.0,894.0,894,308.0,109500.0
6,1998,1998,70.0,804.0,1682,523.0,200500.0
5,1953,1996,74.0,105.0,910,414.0,116000.0
5,1949,1950,60.0,832.0,1268,288.0,133000.0
5,1941,1950,52.0,676.0,1131,200.0,66500.0
8,2007,2007,75.0,1184.0,2610,550.0,303477.0
4,1963,1963,94.0,1064.0,1040,648.0,132250.0
9,2004,2005,74.0,1462.0,2224,738.0,350000.0
5,1961,1995,88.0,1109.0,1155,576.0,148000.0
5,1978,2005,63.68,864.0,864,336.0,136500.0
5,2005,2006,60.0,1090.0,1090,450.0,157000.0
7,1990,1991,44.0,1156.0,1717,400.0,187500.0
6,1992,1993,90.52,808.0,1593,389.0,178000.0
4,1912,1950,60.0,795.0,2230,440.0,118500.0
5,1967,1967,65.0,892.0,892,288.0,100000.0
9,1999,2000,50.0,1698.0,1709,506.0,328900.0
5,1959,2005,70.0,1626.0,1712,588.0,145000.0
5,1955,1955,59.0,816.0,1393,300.0,135500.0
8,1970,1970,95.0,2217.0,2217,621.0,268000.0
6,1953,1953,128.0,1505.0,1505,505.0,149500.0
5,1949,2006,60.0,672.0,924,576.0,122900.0
6,1978,1978,70.0,918.0,1683,440.0,172500.0
6,1963,2003,70.0,1059.0,1068,264.0,154500.0
5,1954,1954,93.76,1383.0,1383,354.0,165000.0
5,1979,1979,64.0,0.0,1535,400.0,118858.0
6,1963,1963,71.0,780.0,1796,483.0,140000.0
4,1936,1950,50.0,951.0,951,327.0,106500.0
5,1979,1979,64.0,0.0,2240,528.0,142953.0
9,2009,2010,100.0,2330.0,2364,820.0,611657.0
5,1961,1994,65.0,912.0,1236,288.0,135000.0
4,1971,1971,66.33,858.0,858,684.0,110000.0
5,1957,2000,64.0,992.0,1306,756.0,153000.0
7,2003,2003,63.0,783.0,1509,393.0,180000.0
7,2006,2006,50.0,1670.0,1670,690.0,240000.0
5,1967,1967,66.53,876.0,902,288.0,125500.0
5,1954,1954,80.0,1056.0,1063,280.0,128000.0
8,2006,2006,116.0,1623.0,1636,865.0,255000.0
7,1936,1987,86.0,1017.0,2057,180.0,250000.0
5,1983,1983,80.33,864.0,902,484.0,131000.0
6,2005,2005,149.0,742.0,1484,390.0,174000.0
5,1960,1960,80.0,1105.0,2274,480.0,154300.0
5,1977,1989,71.86,1268.0,1268,252.0,143500.0
5,1925,1950,51.0,768.0,1015,450.0,88000.0
5,1949,1950,82.0,1001.0,2002,871.0,145000.0
6,2009,2009,30.0,612.0,1224,528.0,173733.0
4,1970,1970,21.0,546.0,1092,286.0,75000.0
2,1949,1950,50.0,480.0,480,308.0,35311.0
4,1956,1956,109.06,1134.0,1229,284.0,135000.0
7,1991,1991,103.0,1104.0,2127,833.0,238000.0
6,1958,2002,87.0,1184.0,1414,601.0,176500.0
6,1994,1994,70.0,928.0,1721,471.0,201000.0
5,1900,2003,67.0,1272.0,2200,0.0,145900.0
6,2005,2006,65.0,1316.0,1316,397.0,169990.0
6,1993,1994,50.0,1604.0,1617,533.0,193000.0
6,1980,1980,79.0,1686.0,1686,612.0,207500.0
5,1977,1977,147.74,1126.0,1126,540.0,175000.0
8,2003,2004,93.0,1181.0,2374,656.0,285000.0
7,1968,1968,89.56,832.0,1978,486.0,176000.0
8,2001,2001,96.52,1753.0,1788,522.0,236500.0
7,1997,1997,108.49,964.0,2236,642.0,222000.0
8,2007,2007,73.0,1466.0,1466,610.0,201000.0
5,1965,1965,70.0,925.0,925,429.0,117500.0
9,2006,2006,84.0,1905.0,1905,788.0,320000.0
7,2004,2004,63.0,1500.0,1500,570.0,190000.0
7,1960,2007,313.0,585.0,2069,505.0,242000.0
4,1926,1953,52.0,600.0,747,528.0,79900.0
7,2003,2003,67.0,1176.0,1200,555.0,184900.0
7,2005,2005,75.0,1113.0,1971,689.0,253000.0
7,2006,2006,73.0,1391.0,1962,868.0,239799.0
7,1940,1950,123.92,1032.0,2403,349.0,244400.0
6,1976,1976,55.0,1728.0,1728,574.0,150900.0
7,1999,1999,74.63,992.0,2060,390.0,214000.0
4,1977,1977,42.0,1440.0,1440,0.0,150000.0
5,1967,1967,100.0,1632.0,1632,576.0,143000.0
6,1958,1958,65.01,819.0,1344,525.0,137500.0
5,1890,1996,98.0,1088.0,1869,456.0,124900.0
5,1959,1959,70.0,1144.0,1144,796.0,143000.0
8,2002,2003,85.0,1616.0,1629,808.0,270000.0
7,2002,2002,65.0,936.0,1776,474.0,192500.0
6,1972,2006,78.0,1161.0,1381,676.0,197500.0
5,1950,2002,60.0,864.0,864,720.0,129000.0
5,1965,1965,60.0,828.0,965,300.0,119900.0
5,1972,2003,60.0,768.0,768,396.0,133900.0
5,1969,1969,93.62,784.0,1968,530.0,172000.0
6,1975,1975,35.0,945.0,980,0.0,127500.0
6,1946,1950,82.0,979.0,1958,492.0,145000.0
6,1980,1980,24.0,561.0,1229,462.0,124000.0
5,1962,1962,70.0,1057.0,1057,576.0,132000.0
7,2003,2003,65.0,1337.0,1337,531.0,185000.0
7,1999,1999,24.0,696.0,1416,484.0,155000.0
5,1958,2008,50.0,858.0,858,0.0,116500.0
6,1977,1995,114.53,1330.0,2872,619.0,272000.0
6,1976,1976,24.0,804.0,1548,440.0,155000.0
9,2007,2007,122.0,1800.0,1800,702.0,239000.0
7,2002,2003,80.0,817.0,1894,510.0,214900.0
6,2005,2007,65.0,783.0,1484,393.0,178900.0
5,1940,1950,130.0,728.0,1308,256.0,160000.0
5,1955,1955,64.56,1098.0,1098,260.0,135000.0
3,1910,1950,50.0,600.0,968,0.0,37900.0
6,1958,1958,75.0,588.0,1095,264.0,140000.0
4,1949,1950,60.0,720.0,1192,0.0,135000.0
7,2003,2004,36.0,764.0,1626,474.0,173000.0
6,1979,1979,55.0,918.0,918,264.0,99500.0
7,2007,2008,95.0,1428.0,1428,480.0,182000.0
7,1910,1993,60.0,728.0,2019,532.0,167500.0
7,2000,2000,26.85,673.0,1382,490.0,165000.0
4,1923,1958,51.0,440.0,869,0.0,85500.0
7,2006,2007,35.0,1241.0,1241,569.0,199900.0
4,1954,1954,68.0,894.0,894,400.0,110000.0
5,1963,1963,80.0,1121.0,1121,480.0,139000.0
7,1961,2007,101.87,944.0,999,588.0,178400.0
